rank,name,slug,active_installs,rating_pct,rating_5star,num_ratings,editor_support,last_updated,requires_wp,tested_up_to,homepage,github_url,github_repo_type,wp_url,total_known_vulns,unpatched_vulns,max_cvss,max_cvss_severity,latest_vuln_date,top_cwes,tags
195,Elfsight Blocks for Elementor — 80+ Widgets,elfsight-addons-for-elementor,2000,20,1.0,2,Blocks+Classic,2025-12-28 10:30am GMT,5.0,6.8.5,https://elfsight.com/elementor-widgets/?utm_source=portals&utm_medium=wordpress-org&utm_campaign=elfsight-elementor-addons&utm_term=list&utm_content=plugin-site,,,https://wordpress.org/plugins/elfsight-addons-for-elementor/,0,0,,,,,"addon, editor, elementor, extension"
196,Holded integration,holded-integration,2000,40,2.0,3,Editor-agnostic,2026-03-17 10:12am GMT,4.9,6.9.4,https://www.holded.com/integrations/woocommerce,,,https://wordpress.org/plugins/holded-integration/,0,0,,,,,"ERP, holded, woocommerce"
197,MailerSend – Official SMTP Integration,mailersend-official-smtp-integration,2000,56,2.8,12,Editor-agnostic,2026-01-22 9:28am GMT,5.7,6.6.5,,,,https://wordpress.org/plugins/mailersend-official-smtp-integration/,0,0,,,,,"email, mailersend, phpmailer, smtp, wp_mail"
198,DPD Baltic Shipping,woo-shipping-dpd-baltic,2000,54,2.7,13,Editor-agnostic,2026-02-18 10:21am GMT,6.0,6.8.5,,,,https://wordpress.org/plugins/woo-shipping-dpd-baltic/,4,0,6.1,Medium,2024-10-18,CWE-352; CWE-79; CWE-862,"dpd, parcels, shipping, woocommerce"
199,Fonto – Custom Web Fonts Manager,fonto,2000,60,3.0,4,Editor-agnostic,2024-10-16 8:33am GMT,4.9.9,6.6.5,https://wordpress.org/plugins/fonto,https://github.com/CMB2/CMB2,official,https://wordpress.org/plugins/fonto/,2,1,6.4,Medium,2025-04-03,CWE-22; CWE-79,"Font Manager, custom font, custom fonts, custom web fonts, fonts"
200,PDF invoice for WP ERP,erp-pdf-invoice,2000,60,3.0,2,Editor-agnostic,2023-09-26 10:38am GMT,3.6.0,6.3.8,http://wperp.com,,,https://wordpress.org/plugins/erp-pdf-invoice/,0,0,,,,,"ERP, erp accounting, erp pdf, wperp"
201,WP Spell Check,wp-spell-check,2000,56,2.8,37,Editor-agnostic,2026-03-17 9:54pm GMT,6.0,6.9.4,,,,https://wordpress.org/plugins/wp-spell-check/,11,1,5.4,Medium,2025-02-07,CWE-352; CWE-79,"grammar, proofreading, seo, shortcode, spell check"
202,Clover Payments for WooCommerce,clover-payments-for-woocommerce,2000,34,1.7,16,Editor-agnostic,2026-03-17 3:29pm GMT,6.1,6.9.4,https://wordpress.org/plugins/clover-payments-for-woocommerce/,,,https://wordpress.org/plugins/clover-payments-for-woocommerce/,0,0,,,,,"apple pay, credit card, payment, payment gateway, woocommerce"
203,Account Engagement,pardot,2000,52,2.6,16,Editor-agnostic,2024-06-03 2:50pm GMT,5.5,6.4.8,http://wordpress.org/extend/plugins/pardot/,,,https://wordpress.org/plugins/pardot/,1,0,4.3,Medium,2024-06-11,CWE-862,"account engagement, dynamic content, forms, marketing automation, salesforce"
204,SKT Page Builder,skt-builder,2000,54,2.7,7,Editor-agnostic,2026-02-12 12:48pm GMT,5.0,6.9.4,https://www.sktthemes.org/shop/skt-page-builder/,,,https://wordpress.org/plugins/skt-builder/,3,1,8.8,High,2025-12-16,CWE-862,"builder, drag-and-drop, editor, landing page, page builder"
205,Semrush Content Toolkit,semrush-contentshake,2000,52,2.6,5,Editor-agnostic,2026-01-14 3:25pm GMT,5.0,6.8.5,,,,https://wordpress.org/plugins/semrush-contentshake/,1,1,,,2025-12-16,,"AI, content marketing, semrush, seo"
206,Store Hours for WooCommerce,order-hours-scheduler-for-woocommerce,2000,56,2.8,30,Editor-agnostic,2025-10-14 1:47pm GMT,3.0,6.8.5,https://www.bizswoop.com/store-order-hours/,,,https://wordpress.org/plugins/order-hours-scheduler-for-woocommerce/,1,0,6.1,Medium,2024-09-26,CWE-80,"closing-time, opening-closing-time, opening-time, woocommerce, woocommerce open close"
207,Avadanta Companion,avadanta-companion,2000,20,1.0,1,Editor-agnostic,2023-07-29 5:47pm GMT,5.0,6.2.9,,,,https://wordpress.org/plugins/avadanta-companion/,0,0,,,,,"Section, avadanta, widget, widgets"
208,Add Tiktok Pixel for Tiktok ads (+Woocommerce),add-tiktok-advertising-pixel,2000,60,3.0,11,Editor-agnostic,2026-01-16 11:28pm GMT,4.1,6.9.4,,,,https://wordpress.org/plugins/add-tiktok-advertising-pixel/,5,0,6.3,Medium,2024-10-16,CWE-862,"Tiktok, Tiktok Pixel, conversion, pixel, retargeting"
209,UniqueID for Contact Form 7,cf7-submission-id,2000,54,2.7,10,Editor-agnostic,2021-04-01 1:22pm GMT,4.0.0,5.7.0,,,,https://wordpress.org/plugins/cf7-submission-id/,0,0,,,,,"contact form 7, submission id, unique id"
210,Click to top,click-to-top,2000,40,2.0,2,Editor-agnostic,2025-12-03 3:57am GMT,6.0,6.9.4,http://wpthemespace.com,,,https://wordpress.org/plugins/click-to-top/,4,0,,,2023-03-21,,"arrow icon, back to top, page scrolling, scroll to top, scroll up"
211,Eupago Gateway For Woocommerce,eupago-gateway-for-woocommerce,2000,54,2.7,3,Editor-agnostic,2026-02-18 2:59pm GMT,4.4,6.8.5,,,,https://wordpress.org/plugins/eupago-gateway-for-woocommerce/,2,1,6.5,Medium,2025-12-09,CWE-352,"atm, gateway, multibanco, payment, woocommerce"
212,Site Editor Classic Features,fse-classic,2000,40,2.0,4,Blocks+Classic,2025-12-18 2:14pm GMT,5.9,6.9.4,https://polylang.pro,,,https://wordpress.org/plugins/fse-classic/,0,0,,,,,"block, fse, menu, site editor, widget"
213,Category Icon,category-icon,2000,20,1.0,3,Editor-agnostic,2025-12-13 12:12pm GMT,4.9.19,6.8.5,http://pixelgrade.com,,,https://wordpress.org/plugins/category-icon/,4,3,9.1,Critical,2025-12-24,CWE-22; CWE-611; CWE-79,"category, icon, image, taxonomy, term"
214,Yaad Sarig Payment Gateway For WC,yaad-sarig-payment-gateway-for-wc,2000,60,3.0,4,Editor-agnostic,2026-02-03 8:37am GMT,6.0,6.9.4,,,,https://wordpress.org/plugins/yaad-sarig-payment-gateway-for-wc/,2,1,5.4,Medium,2025-12-16,CWE-862,"payments, wc"
215,PrettyPhoto – Simple Lightbox Plugin,prettyphoto,2000,56,2.8,15,Editor-agnostic,2025-09-14 6:51am GMT,,6.8.5,https://www.iBabar.com,,,https://wordpress.org/plugins/prettyphoto/,5,2,6.5,Medium,2025-09-05,CWE-79,"PrettyPhoto, WordPress likghtbox, fancybox, lightbox, thickbox"
216,Cookie Information – Cookie Banner with Consent Mode v2,cookie-information-consent-solution,2000,60,3.0,4,Editor-agnostic,2025-11-07 10:15am GMT,6.0,6.8.5,https://cookieinformation.com/extension/wordpress/,,,https://wordpress.org/plugins/cookie-information-consent-solution/,0,0,,,,,"GDPR, compliance, consent, cookie, privacy"
217,Getty Images,getty-images,2000,60,3.0,24,Editor-agnostic,2023-05-03 10:32pm GMT,3.9,6.2.9,https://www.gettyimages.com/resources/plugins,,,https://wordpress.org/plugins/getty-images/,0,0,,,,,"getty, image library, images, media"
218,Zendesk Support for WordPress,zendesk,2000,40,2.0,7,Editor-agnostic,2023-09-05 1:01am GMT,2.9.2,6.3.8,http://zendesk.com,,,https://wordpress.org/plugins/zendesk/,1,0,4.3,Medium,2024-12-09,CWE-862,"customer support, help desk, helpdesk, support, zendesk"
219,LocaliQ – Tracking Code,reachedge,2000,60,3.0,2,Editor-agnostic,2024-05-20 5:09pm GMT,2.7,6.4.8,https://github.com/reachlocal/localiq-wordpress-4x-tracking-plugin,https://github.com/reachlocal/localiq-wordpress-4x-tracking-plugin,official,https://wordpress.org/plugins/reachedge/,0,0,,,,,"Email Tracking, LOCALiQ, call tracking, form tracking, lead conversion"
220,Dropify,wc-dropi-integration,2000,56,2.8,5,Editor-agnostic,2026-01-29 2:06pm GMT,5.2.3,6.8.5,,,,https://wordpress.org/plugins/wc-dropi-integration/,1,1,,,2025-11-06,,"dropi, dropshipping, woocommerce"
221,Wordable – Export Google Docs to WordPress,wordable,2000,52,2.6,5,Editor-agnostic,2024-06-02 5:35pm GMT,5.0,6.5.8,http://wordable.io,,,https://wordpress.org/plugins/wordable/,3,0,9.8,Critical,2023-06-07,CWE-288,"pages, posts"
222,MailUp for WordPress – Email and Newsletter Subscription Form,mailup-email-and-newsletter-subscription-form,2000,54,2.7,3,Editor-agnostic,2026-03-25 4:36pm GMT,5.7.2,6.9.4,https://integrations.mailup.com/it/wordpress/,,,https://wordpress.org/plugins/mailup-email-and-newsletter-subscription-form/,0,0,,,,,"Email Marketing, e-mail marketing, email signup, newsletter marketing, newsletter sending"
223,Plugin BlueX for WooCommerce,bluex-for-woocommerce,2000,40,2.0,2,Editor-agnostic,2026-02-16 8:20pm GMT,4.5,6.8.5,https://bluex.cl/,,,https://wordpress.org/plugins/bluex-for-woocommerce/,1,1,,,2026-02-20,,"blue express, blue express rates, live rates, shipping rates, woocommerce shipping"
224,MC4WP: WPML Integration,mc4wp-wpml,2000,60,3.0,1,Editor-agnostic,2025-08-18 6:49am GMT,3.7,6.8.5,https://www.mc4wp.com/#utm_source=wp-plugin&utm_medium=mailchimp-for-wp&utm_campaign=plugins-page,,,https://wordpress.org/plugins/mc4wp-wpml/,0,0,,,,,"mailchimp, mc4wp, wpml"
225,AffiliateWP – Affiliate Product Rates,affiliatewp-affiliate-product-rates,2000,60,3.0,2,Editor-agnostic,2025-05-08 7:15pm GMT,5.2,6.8.5,https://affiliatewp.com/addons/affiliate-product-rates/,,,https://wordpress.org/plugins/affiliatewp-affiliate-product-rates/,0,0,,,,,"AffiliateWP, Per Product, easy digital downloads, product rates, woocommerce"
226,Booking.com Product Helper,bookingcom-product-helper,2000,32,1.6,5,Editor-agnostic,2022-02-01 12:59pm GMT,4.9,5.9.13,http://www.booking.com/general.html?tmpl=docs/product_helper,,,https://wordpress.org/plugins/bookingcom-product-helper/,1,0,,,2021-11-08,CWE-79,"Booking.com Affiliate Program, Booking.com map widget, Booking.com plug-in, Hotel Booking, Travel Affiliate Program"
227,MW WP Form reCAPTCHA,mw-wp-form-recaptcha,2000,20,1.0,1,Editor-agnostic,2017-12-25 11:34am GMT,4.3,4.9.29,http://webcre-archive.com,,,https://wordpress.org/plugins/mw-wp-form-recaptcha/,0,0,,,,,"MW WP Form reCAPTCHA, recaptcha"
228,Liveblog,liveblog,2000,58,2.9,15,Editor-agnostic,2026-01-14 11:52am GMT,6.4,6.9.4,http://wordpress.org/extend/plugins/liveblog/,https://github.com/Automattic/liveblog,official,https://wordpress.org/plugins/liveblog/,0,0,,,,,liveblog
229,Clever Mega Menu for Elementor,clever-mega-menu-for-elementor,2000,52,2.6,16,Editor-agnostic,2020-06-24 9:22am GMT,4.7,5.4.19,https://cleveraddon.com/clever-mega-menu-for-elementor,,,https://wordpress.org/plugins/clever-mega-menu-for-elementor/,0,0,,,,,"Navigation Menu, elementor, flyout menu, mega menu, wordpress mega menu"
230,LearnPress – BuddyPress Integration,learnpress-buddypress,2000,20,1.0,3,Editor-agnostic,2026-01-19 10:07am GMT,6.3,6.9.4,https://thimpress.com/product/learnpress-buddypress-integration/,https://github.com/LearnPress/LearnPress,official,https://wordpress.org/plugins/learnpress-buddypress/,0,0,,,,,"e-learning, education, elearning, learning management system, lms"
231,Apaczka.pl Mapa Punktów,apaczka-pl-mapa-punktow,2000,60,3.0,3,Editor-agnostic,2026-03-09 11:50am GMT,4.0,6.9.4,,,,https://wordpress.org/plugins/apaczka-pl-mapa-punktow/,0,0,,,,,"apaczka, woocommerce"
232,Faster Pagination,faster-pagination,2000,60,3.0,2,Editor-agnostic,2017-11-28 1:55pm GMT,2.8,3.9.40,http://fasterthemes.com/,,,https://wordpress.org/plugins/faster-pagination/,0,0,,,,,pagination
233,CookiePro | Simplify Compliance with GDPR & EU Cookie Laws,cookiepro,2000,60,3.0,9,Editor-agnostic,2021-10-12 12:28pm GMT,3.6,5.8.13,http://www.onetrust.com/,,,https://wordpress.org/plugins/cookiepro/,0,0,,,,,"GDPR, cookie compliance, cookie consent, cookie law, eu privacy directive"
234,MotoPress Hotel Booking for Divi,mphb-divi,2000,48,2.4,5,Editor-agnostic,2025-10-14 2:49pm GMT,4.6,6.8.5,https://motopress.com/products/hotel-booking-divi-theme-integration/,,,https://wordpress.org/plugins/mphb-divi/,0,0,,,,,"Hotel Booking, booking, divi, divi builder, reservation"
235,Apaczka.pl WooCommerce,apaczka,1000,34,1.7,6,Editor-agnostic,2023-06-02 6:41am GMT,4.0,6.1.10,https://wordpress.org/plugins/apaczka,,,https://wordpress.org/plugins/apaczka/,0,0,,,,,"apaczka, woocommerce"
236,Styles For WP Pagenavi Addon – Better design for post pagination,styles-for-wp-pagenavi-addon,1000,40,2.0,1,Editor-agnostic,2026-02-20 7:20pm GMT,4.0,6.8.5,https://www.essentialplugin.com/wordpress-plugin/styles-wp-pagenavi-addon/,,,https://wordpress.org/plugins/styles-for-wp-pagenavi-addon/,0,0,,,,,"navigation, pagenavi style, pagination, post navigation, wp pagenavi styling"
237,Image Carousel,image-carousel,1000,52,2.6,14,Editor-agnostic,2025-12-10 7:46am GMT,3.3,6.9.4,https://www.ghozylab.com/plugins/,,,https://wordpress.org/plugins/image-carousel/,0,0,,,,,"Image carousel, block carousel, carousel, gutenberg carousel, slider"
238,MAS Videos,masvideos,1000,60,3.0,7,Editor-agnostic,2026-02-09 12:17pm GMT,6.4,6.9.4,https://github.com/madrasthemes/masvideos,https://github.com/madrasthemes/masvideos,official,https://wordpress.org/plugins/masvideos/,2,2,7.5,High,2026-03-13,CWE-98,"TMDb, TV Shows, movies, videos"
239,Twitter for WordPress,twitter-for-wordpress,1000,20,1.0,1,Editor-agnostic,2017-11-28 3:28pm GMT,2.1,3.0.5,http://rick.jinlabs.com/code/twitter,,,https://wordpress.org/plugins/twitter-for-wordpress/,0,0,,,,,twitter
240,SendPulse Email Marketing Newsletter,sendpulse-email-marketing-newsletter,1000,52,2.6,8,Editor-agnostic,2025-12-05 4:17pm GMT,5.7,6.8.5,https://wordpress.org/plugins/sendpulse-email-marketing-newsletter/,,,https://wordpress.org/plugins/sendpulse-email-marketing-newsletter/,3,1,6.5,Medium,2025-12-16,CWE-79,"Autoresponder, Email Marketing, Subscription Form, email optin, newsletter"
241,Gutena Newsletter – Subscriber Block & Connect Mailchimp,newsletter-block-by-gutena,1000,60,3.0,1,Blocks+Classic,2025-12-18 4:55am GMT,5.9,6.9.4,,,,https://wordpress.org/plugins/newsletter-block-by-gutena/,0,0,,,,,"block, email automation, email subscribers, mailchimp, newsletter"
242,Tutor LMS Divi Modules,tutor-lms-divi-modules,1000,42,2.1,7,Editor-agnostic,2024-12-04 10:51am GMT,5.3,6.7.5,,,,https://wordpress.org/plugins/tutor-lms-divi-modules/,0,0,,,,,"courses, education, elearning, learning management system, lms"
243,Freshchat,freshchat,1000,58,2.9,9,Editor-agnostic,2021-12-27 6:04am GMT,3.0.1,5.8.13,,,,https://wordpress.org/plugins/freshchat/,1,1,,,2025-12-16,,"chat, freshchat, freshdesk, freshworks"
244,Payflex Payment Gateway,payflex-payment-gateway,1000,40,2.0,4,Editor-agnostic,2026-02-09 1:21pm GMT,4.4,6.8.5,,,,https://wordpress.org/plugins/payflex-payment-gateway/,2,0,5.3,Medium,2024-10-05,CWE-601; CWE-862,"buy now pay later, payment gateway, woocommerce"
245,Team Section Block – Showcase Team Members with Layout Options,team-section,1000,60,3.0,1,Blocks+Classic,2026-03-28 3:01am GMT,6.5,6.9.4,,,,https://wordpress.org/plugins/team-section/,1,0,6.5,Medium,2025-02-25,CWE-79,"block, members, team, team builder, team members"
246,Audience Analytics – by Quantcast,audience-analytics-by-quantcast,1000,60,3.0,2,Editor-agnostic,2018-11-26 10:52pm GMT,4.0,4.9.29,https://www.quantcast.com/,,,https://wordpress.org/plugins/audience-analytics-by-quantcast/,0,0,,,,,"Quantcast, analytics, audience analytics, demographics, web analytics"
247,Charity Addon for Elementor,charity-addon-for-elementor,1000,40,2.0,1,Editor-agnostic,2024-12-11 10:01am GMT,6.0,6.7.5,https://nicheaddons.com/demos/charity,,,https://wordpress.org/plugins/charity-addon-for-elementor/,3,1,6.5,Medium,2024-12-03,CWE-639; CWE-79,"addons, campaign, charity, donation, elementor"
248,WordPress.com Editing Toolkit,full-site-editing,1000,48,2.4,13,Blocks+Classic,2024-08-08 3:49am GMT,5.5,6.3.8,,https://github.com/Automattic/wp-calypso,official,https://wordpress.org/plugins/full-site-editing/,1,0,6.5,Medium,2024-12-26,CWE-79,"block, blocks, editor, gutenberg, page"
249,Monobank WP Payment,monopay,1000,50,2.5,8,Editor-agnostic,2024-09-24 1:54pm GMT,6.2,6.5.8,https://wordpress.org/plugins/monopay/#description,,,https://wordpress.org/plugins/monopay/,0,0,,,,,"cashier, mono, payments, routing"
250,Constant Contact + WooCommerce,constant-contact-woocommerce,1000,36,1.8,10,Editor-agnostic,2025-11-25 4:44pm GMT,5.2.2,6.8.5,https://github.com/WebDevStudios/constant-contact-woocommerce,https://github.com/WebDevStudios/constant-contact-woocommerce,official,https://wordpress.org/plugins/constant-contact-woocommerce/,1,1,,,2025-12-09,,"Email Marketing, abandoned cart, constant contact, marketing automation, woocommerce"
251,Cal.com,cal-com,1000,60,3.0,2,Editor-agnostic,2026-03-21 12:00pm GMT,4.6,6.9.4,,,,https://wordpress.org/plugins/cal-com/,1,1,6.5,Medium,2025-03-31,CWE-80,"appointment, appointment booking, appointment scheduling, booking calendar, calcom"
252,Img Title Removal,img-title-removal,1000,60,3.0,2,Editor-agnostic,2011-07-05 5:03pm GMT,2.5,3.2.1,http://www.glauserconsulting.com/2008/11/nu-agency/,,,https://wordpress.org/plugins/img-title-removal/,0,0,,,,,"image, images, img, picture, pictures"
253,WooCommerce Accommodation Bookings,woocommerce-accommodation-bookings,1000,42,2.1,16,Editor-agnostic,2026-01-27 6:14pm GMT,6.7,6.9.4,https://woocommerce.com/products/woocommerce-accommodation-bookings/,,,https://wordpress.org/plugins/woocommerce-accommodation-bookings/,0,0,,,,,"accommodations, bookings, woocommerce"
254,Eventer,eventer,1000,60,3.0,1,Editor-agnostic,2018-07-22 4:24am GMT,4.0.,4.9.29,http://wordpress.com/eventer,,,https://wordpress.org/plugins/eventer/,6,3,9.3,Critical,2025-05-16,CWE-22; CWE-862; CWE-89,"Event, registration"
255,Global Site Tag Tracking,global-site-tag-tracking,1000,60,3.0,2,Editor-agnostic,2024-11-10 1:07am GMT,4.8,6.7.5,https://noorsplugin.com/global-site-tag-tracking-plugin-for-wordpress/,,,https://wordpress.org/plugins/global-site-tag-tracking/,0,0,,,,,"analytics, google, google analytics, stats, tracking"
256,Awin Publisher MasterTag,convert-a-link,1000,20,1.0,1,Editor-agnostic,2026-03-24 1:13pm GMT,4.0,6.9.4,https://wordpress.org/plugins/convert-a-link,,,https://wordpress.org/plugins/convert-a-link/,0,0,,,,,"affiliate marketing, affiliate window, awin, convert a link, zanox"
257,Olark Live Chat,olark-live-chat,1000,50,2.5,2,Editor-agnostic,2025-09-25 3:36pm GMT,3.1,6.8.5,,,,https://wordpress.org/plugins/olark-live-chat/,0,0,,,,,"accessible chatbot, accessible live chat, chatbox, customer support, live chat"
258,Author Image,sem-author-image,1000,60,3.0,3,Editor-agnostic,2017-11-28 4:09pm GMT,3.1,4.3.34,https://www.semiologic.com/software/author-image/,,,https://wordpress.org/plugins/sem-author-image/,0,0,,,,,"author, author-image, semiologic"
259,Culqi,culqi-checkout,1000,60,3.0,2,Editor-agnostic,2025-02-06 8:50pm GMT,5.0,6.0.11,https://wordpress.org/plugins/culqi-checkout,,,https://wordpress.org/plugins/culqi-checkout/,1,0,4.9,Medium,2024-04-24,CWE-918,"checkout, culqi, payment method, peru, woocommerce"
260,onOffice for WP-Websites,onoffice-for-wp-websites,1000,20,1.0,3,Editor-agnostic,2026-02-24 1:52pm GMT,6.1,6.9.4,https://wpplugindoc.onoffice.de,https://github.com/onOfficeGmbH/oo-wp-plugin,official,https://wordpress.org/plugins/onoffice-for-wp-websites/,3,3,7.6,High,2025-06-06,CWE-862; CWE-89,"onoffice, real-estate"
261,Preloader Awesome – Page Loading Animation with Spinner & Gif,preloader-awesome,1000,20,1.0,1,Editor-agnostic,2024-06-25 7:50am GMT,5.4,6.5.8,https://preloader.themesawesome.com/,,,https://wordpress.org/plugins/preloader-awesome/,0,0,,,,,"loader, loading, loading screen, page loader, preloader"
262,Formstack Online Forms,formstack,1000,50,2.5,8,Editor-agnostic,2019-04-12 12:43am GMT,2.8,5.1.22,https://wordpress.org/extend/plugins/formstack,,,https://wordpress.org/plugins/formstack/,1,1,,,2025-12-09,,"Web Forms, form builder, forms, lead generation, online forms"
263,Moosend Website Connector,moosend-email-marketing,1000,60,3.0,4,Editor-agnostic,2024-09-28 7:22am GMT,4.1,6.6.5,http://moosend.com/wordpress-plugin,,,https://wordpress.org/plugins/moosend-email-marketing/,1,0,,,2022-12-08,,"Email Marketing, cart abandonment, ecommerce, marketing, multi-channel marketing"
264,Cincopa video and media plug-in,video-playlist-and-gallery-plugin,1000,56,2.8,26,Editor-agnostic,2024-11-26 11:01pm GMT,2.0.2,6.6.5,https://www.cincopa.com/media-platform/wordpress-plugin.aspx,,,https://wordpress.org/plugins/video-playlist-and-gallery-plugin/,7,2,5.9,Medium,2025-12-31,CWE-352; CWE-497; CWE-79,"HTML5, cincopa, photos, responsive, video"
265,Shipping with Venipak for WooCommerce,wc-venipak-shipping,1000,46,2.3,6,Editor-agnostic,2025-12-18 7:29am GMT,4.4,6.8.5,,,,https://wordpress.org/plugins/wc-venipak-shipping/,2,0,7.1,High,2025-04-17,CWE-79,venipak
266,Page Animations And Transitions,page-animations-and-transitions,1000,56,2.8,32,Editor-agnostic,2026-02-23 12:04pm GMT,,6.9.4,https://wordpress.org/plugins/page-animations-and-transitions/,,,https://wordpress.org/plugins/page-animations-and-transitions/,0,0,,,,,"animation, animation plugin, page animation, page loading effect, page transition"
267,Disable Admin Dashboard Notices – Get a distraction free WordPress backend,disable-admin-dashboard-notices,1000,60,3.0,4,Editor-agnostic,2023-11-13 5:39pm GMT,4.9,6.4.8,,,,https://wordpress.org/plugins/disable-admin-dashboard-notices/,0,0,,,,,"hide admin notices, hide admin notifications, hide dashboard notices, hide dashboard notifications, hide updates nags"
268,Categorify – WordPress Media Library Category & File Manager,categorify,1000,40,2.0,2,Editor-agnostic,2024-02-12 8:44am GMT,6.0.0,6.4.8,https://frenify.com/project/categorify/,,,https://wordpress.org/plugins/categorify/,16,1,6.3,Medium,2025-09-09,CWE-352; CWE-862,"media folders, media library categories, media library category, media library folder, media library folders"
269,Mailster Gmail Integration,mailster-gmail,1000,20,1.0,1,Editor-agnostic,2024-05-27 1:13pm GMT,6.0,6.5.8,https://mailster.co/?utm_campaign=wporg&utm_source=wordpress.org&utm_medium=plugin&utm_term=Gmail,,,https://wordpress.org/plugins/mailster-gmail/,0,0,,,,,"deliverymethod, gmail, google, mailster, newsletter"
270,QuadMenu – Divi Mega Menu,quadmenu-divi,1000,60,3.0,6,Editor-agnostic,2021-03-15 12:02pm GMT,4.8,5.7.0,https://quadmenu.com,,,https://wordpress.org/plugins/quadmenu-divi/,0,0,,,,,"divi, divi megamenu, divi menu, quadmenu"
271,Cron Setup and Monitor – Get URL Cron,get-url-cron,1000,60,3.0,2,Editor-agnostic,2025-12-04 8:52pm GMT,3.0,6.9.4,https://json-content-importer.com/geturlcron,,,https://wordpress.org/plugins/get-url-cron/,3,0,,,2023-02-16,,"alarm, check, cron, monitor, scheduler"
272,Flawless Themes Demo Importer,flawless-themes-demo-importer,1000,46,2.3,4,Editor-agnostic,2025-07-28 11:28am GMT,,6.8.5,,,,https://wordpress.org/plugins/flawless-themes-demo-importer/,0,0,,,,,"content, data, demo, import, widgets"
273,REVIEWS.io for WooCommerce,reviewscouk-for-woocommerce,1000,60,3.0,2,Editor-agnostic,2025-09-18 11:03am GMT,,6.7.5,https://wordpress.org/plugins/reviewscouk-for-woocommerce/,,,https://wordpress.org/plugins/reviewscouk-for-woocommerce/,1,0,6.5,Medium,2024-07-20,CWE-79,"Google Reviews, Seller Ratings, Stars in Adwords, company reviews, reviews"
274,Simple WWW Redirect,simple-www-redirect,1000,54,2.7,3,Editor-agnostic,2024-11-18 2:19pm GMT,4.0,6.8.5,https://lightplugins.com/plugins/simple-www-redirect/,,,https://wordpress.org/plugins/simple-www-redirect/,0,0,,,,,"disable, non-www, redirect, world wide web, www"
275,WP-CORS,wp-cors,1000,46,2.3,3,Editor-agnostic,2023-07-28 8:12am GMT,3.6,6.2.9,http://knowprocess.com/wp-plugins/wp-cors,,,https://wordpress.org/plugins/wp-cors/,2,1,5.9,Medium,2026-02-19,CWE-79,"ajax, cors, rest"
276,KOMOJU Payments,komoju-japanese-payments,1000,60,3.0,2,Editor-agnostic,2026-03-27 6:37am GMT,6.0,6.7.5,https://github.com/komoju/komoju-woocommerce,https://github.com/komoju/komoju-woocommerce,official,https://wordpress.org/plugins/komoju-japanese-payments/,0,0,,,,,"Komoju, payment gateway, woocommerce"
277,Captivate Sync,captivatesync-trade,1000,60,3.0,9,Editor-agnostic,2026-01-21 9:36am GMT,5.7.0,6.8.5,https://captivate.fm/sync,,,https://wordpress.org/plugins/captivatesync-trade/,3,2,6.5,Medium,2025-12-24,CWE-79,"captivate, itunes, podcast, podcaster, podcasting"
278,Pubjet | پاب‌جت,pubjet,1000,60,3.0,2,Editor-agnostic,2025-12-18 11:47pm GMT,,6.8.5,,,,https://wordpress.org/plugins/pubjet/,0,0,,,,,"reportage, seo"
279,Juiz Lang Attribute,juiz-lang-attributes,1000,50,2.5,4,Editor-agnostic,2024-12-28 6:14pm GMT,4.5,6.7.5,http://wordpress.org/extend/plugins/juiz-lang,,,https://wordpress.org/plugins/juiz-lang-attributes/,0,0,,,,,"alternate, attribute, hreflang, lang, seo"
280,Razorpay Payment Button Elementor Plugin,razorpay-payment-button-elementor,1000,50,2.5,2,Editor-agnostic,2025-03-25 9:35am GMT,,6.7.5,https://github.com/razorpay/payment-button-elementor-plugin,https://github.com/razorpay/payment-button-elementor-plugin,official,https://wordpress.org/plugins/razorpay-payment-button-elementor/,1,0,6.1,Medium,2024-11-13,CWE-79,"UPI/credit/debit card, donate button, india, payment gateway, payment plugin"
281,WPBakery Page Builder Simple All Responsive,vc-simple-all-responsive,1000,60,3.0,4,Editor-agnostic,2020-01-14 1:32pm GMT,4.0,5.3.21,https://wordpress.org/plugins/vc-simple-all-responsive/,,,https://wordpress.org/plugins/vc-simple-all-responsive/,0,0,,,,,"WPBakery, page builder, responsive"
282,SiteGround Email Marketing,siteground-email-marketing,1000,40,2.0,4,Editor-agnostic,2026-01-13 2:05pm GMT,4.7,6.9.4,https://siteground.com,,,https://wordpress.org/plugins/siteground-email-marketing/,1,1,,,2025-10-27,,"growth, lead generation, leads, subscription"
283,WPoperation Elementor Addons,wpop-elementor-addons,1000,20,1.0,1,Editor-agnostic,2024-10-08 9:23am GMT,3.6,6.6.5,https://wpoperation.com/plugins,,,https://wordpress.org/plugins/wpop-elementor-addons/,1,1,6.5,Medium,2025-04-01,CWE-79,"arrival, ecommerce, elementor, opstore, woocommerce"
284,Keap Official Opt-in Forms,infusionsoft-official-opt-in-forms,1000,38,1.9,14,Editor-agnostic,2025-03-31 2:17pm GMT,6.0,6.7.5,https://www.keap.com,,,https://wordpress.org/plugins/infusionsoft-official-opt-in-forms/,4,2,9.8,Critical,2025-02-18,CWE-22; CWE-79,"Keap, infusionsoft, keap api, keap wordpress, wordpress popup plugin"
